Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
East Coast Parkway,2019.0,9.0,15.0,0.0,0.0,0.0,0.0,28.7,30.3,27.7,20.5,40.0
East Coast Parkway,2019.0,9.0,16.0,0.0,0.0,0.0,0.0,28.7,31.3,27.2,17.3,31.3
East Coast Parkway,2019.0,9.0,17.0,0.0,0.0,0.0,0.0,28.8,31.2,27.4,18.7,37.1
East Coast Parkway,2019.0,9.0,18.0,0.0,0.0,0.0,0.0,28.9,30.2,28.0,26.6,45.0
East Coast Parkway,2019.0,9.0,19.0,0.0,0.0,0.0,0.0,29.0,30.5,27.9,25.9,47.2
East Coast Parkway,2019.0,9.0,20.0,1.4,1.4,1.4,1.4,28.6,30.9,26.1,22.3,44.3
East Coast Parkway,2019.0,9.0,21.0,0.0,0.0,0.0,0.0,28.9,31.1,27.5,26.3,39.2
East Coast Parkway,2019.0,9.0,22.0,0.0,0.0,0.0,0.0,28.6,30.0,27.4,24.8,40.7
East Coast Parkway,2019.0,9.0,23.0,0.0,0.0,0.0,0.0,28.1,29.2,26.7,18.7,48.6
East Coast Parkway,2019.0,9.0,24.0,1.0,1.0,1.0,1.0,28.6,32.9,25.6,13.0,40.3
East Coast Parkway,2019.0,9.0,25.0,15.2,8.6,10.8,14.4,26.9,28.9,23.7,9.7,39.2
East Coast Parkway,2019.0,9.0,26.0,0.0,0.0,0.0,0.0,28.1,29.9,26.0,11.2,31.0
East Coast Parkway,2019.0,9.0,27.0,0.0,0.0,0.0,0.0,28.6,30.0,27.4,14.0,39.2
East Coast Parkway,2019.0,9.0,28.0,0.0,0.0,0.0,0.0,28.4,29.8,26.7,9.7,35.3
East Coast Parkway,2019.0,9.0,29.0,0.6,0.6,0.6,0.6,28.4,31.3,26.6,12.2,41.4
East Coast Parkway,2019.0,9.0,30.0,1.8,0.6,0.6,0.8,27.4,29.6,25.5,12.6,40.7
East Coast Parkway,2019.0,10.0,1.0,0.6,0.6,0.6,0.6,27.8,29.4,25.9,10.8,47.9
East Coast Parkway,2019.0,10.0,2.0,2.6,0.6,1.0,1.6,26.8,29.9,23.6,10.1,60.8
East Coast Parkway,2019.0,10.0,3.0,0.0,0.0,0.0,0.0,27.4,28.9,25.0,13.0,31.7
East Coast Parkway,2019.0,10.0,4.0,0.0,0.0,0.0,0.0,28.0,29.2,26.7,15.1,37.1
East Coast Parkway,2019.0,10.0,5.0,0.0,0.0,0.0,0.0,27.9,30.0,25.4,20.2,49.3
East Coast Parkway,2019.0,10.0,6.0,0.4,0.2,0.4,0.4,28.2,30.1,26.2,13.7,49.3
East Coast Parkway,2019.0,10.0,7.0,7.4,6.2,6.6,6.8,27.6,29.5,24.6,11.9,40.3
East Coast Parkway,2019.0,10.0,8.0,0.2,0.2,0.2,0.2,27.8,29.7,25.8,8.6,43.6
East Coast Parkway,2019.0,10.0,9.0,0.2,0.2,0.2,0.2,28.1,30.1,26.5,10.4,43.6
East Coast Parkway,2019.0,10.0,10.0,0.0,0.0,0.0,0.0,28.7,30.3,26.8,11.2,53.6
East Coast Parkway,2019.0,10.0,11.0,0.0,0.0,0.0,0.0,28.7,30.2,26.5,13.7,39.2
East Coast Parkway,2019.0,10.0,12.0,0.0,0.0,0.0,0.0,28.8,30.2,27.5,11.9,38.5
East Coast Parkway,2019.0,10.0,13.0,0.0,0.0,0.0,0.0,28.6,30.7,27.2,16.2,45.7
East Coast Parkway,2019.0,10.0,14.0,0.0,0.0,0.0,0.0,28.9,30.5,27.5,14.0,46.8
East Coast Parkway,2019.0,10.0,15.0,0.0,0.0,0.0,0.0,28.8,30.1,27.0,12.2,52.9
East Coast Parkway,2019.0,10.0,16.0,0.0,0.0,0.0,0.0,29.0,31.0,27.4,14.4,41.4
East Coast Parkway,2019.0,10.0,17.0,0.0,0.0,0.0,0.0,28.6,30.1,27.6,10.4,39.6
East Coast Parkway,2019.0,10.0,18.0,1.0,1.0,1.0,1.0,28.2,29.6,26.0,9.4,58.7
East Coast Parkway,2019.0,10.0,19.0,0.0,0.0,0.0,0.0,28.8,30.4,27.7,12.6,44.6
East Coast Parkway,2019.0,10.0,20.0,1.4,1.4,1.4,1.4,28.6,30.1,26.8,12.6,40.7
East Coast Parkway,2019.0,10.0,21.0,0.2,0.2,0.2,0.2,28.6,30.6,26.8,11.9,42.8
East Coast Parkway,2019.0,10.0,22.0,10.6,2.2,3.8,5.6,27.1,28.8,25.3,11.9,38.2
East Coast Parkway,2019.0,10.0,23.0,0.6,0.4,0.4,0.4,27.8,30.3,25.1,9.7,48.2
East Coast Parkway,2019.0,10.0,24.0,0.0,0.0,0.0,0.0,28.4,30.9,26.9,12.2,46.1
East Coast Parkway,2019.0,10.0,25.0,0.0,0.0,0.0,0.0,29.6,32.6,27.4,12.6,45.0
East Coast Parkway,2019.0,10.0,26.0,14.6,9.2,12.6,14.2,27.5,31.3,23.9,6.5,35.3
East Coast Parkway,2019.0,10.0,27.0,30.8,23.2,27.2,27.4,27.3,30.3,23.8,8.6,47.9
East Coast Parkway,2019.0,10.0,28.0,1.2,1.0,1.0,1.2,27.1,30.4,25.5,7.6,38.9
East Coast Parkway,2019.0,10.0,29.0,0.0,0.0,0.0,0.0,28.5,30.5,25.9,6.8,42.1
East Coast Parkway,2019.0,10.0,30.0,0.0,0.0,0.0,0.0,28.3,30.2,26.4,9.4,48.6
East Coast Parkway,2019.0,10.0,31.0,0.0,0.0,0.0,0.0,28.7,30.0,27.1,8.6,32.8
East Coast Parkway,2019.0,11.0,1.0,0.4,0.4,0.4,0.4,28.1,30.0,25.5,13.3,51.8
East Coast Parkway,2019.0,11.0,2.0,0.0,0.0,0.0,0.0,29.3,30.8,27.6,10.8,34.6
East Coast Parkway,2019.0,11.0,3.0,0.0,0.0,0.0,0.0,28.2,29.9,26.9,10.1,43.2
East Coast Parkway,2019.0,11.0,4.0,0.0,0.0,0.0,0.0,29.0,31.5,26.9,6.5,31.0
East Coast Parkway,2019.0,11.0,5.0,3.2,2.8,3.0,3.0,28.2,30.8,26.7,9.4,39.6
East Coast Parkway,2019.0,11.0,6.0,0.0,0.0,0.0,0.0,29.2,31.0,26.9,11.9,39.6
East Coast Parkway,2019.0,11.0,7.0,0.0,0.0,0.0,0.0,29.8,31.8,28.0,10.4,36.0
East Coast Parkway,2019.0,11.0,8.0,1.0,0.6,0.8,1.0,28.3,31.0,24.2,10.1,42.5
East Coast Parkway,2019.0,11.0,9.0,0.0,0.0,0.0,0.0,28.6,30.8,27.5,11.2,36.7
East Coast Parkway,2019.0,11.0,10.0,0.6,0.6,0.6,0.6,28.7,30.6,25.5,12.2,60.1
East Coast Parkway,2019.0,11.0,11.0,0.0,0.0,0.0,0.0,29.0,29.9,27.5,13.0,39.6
East Coast Parkway,2019.0,11.0,12.0,0.0,0.0,0.0,0.0,28.8,30.4,26.4,7.9,52.6
East Coast Parkway,2019.0,11.0,13.0,0.0,0.0,0.0,0.0,29.2,31.5,27.1,10.8,35.6
East Coast Parkway,2019.0,11.0,14.0,0.0,0.0,0.0,0.0,27.9,29.5,26.1,11.2,38.9
East Coast Parkway,2019.0,11.0,15.0,5.2,4.8,4.8,5.2,27.8,30.5,25.1,9.0,46.4
East Coast Parkway,2019.0,11.0,16.0,0.0,0.0,0.0,0.0,28.5,30.9,26.9,11.5,36.0
East Coast Parkway,2019.0,11.0,17.0,0.0,0.0,0.0,0.0,,,,11.9,40.0
East Coast Parkway,2019.0,11.0,18.0,0.0,0.0,0.0,0.0,,,,12.2,40.0
East Coast Parkway,2019.0,11.0,19.0,0.0,0.0,0.0,0.0,29.1,34.2,26.8,12.2,46.4
East Coast Parkway,2019.0,11.0,20.0,2.0,1.0,1.6,1.6,27.2,31.7,25.5,9.4,37.4
East Coast Parkway,2019.0,11.0,21.0,1.0,0.6,0.8,1.0,27.1,30.2,26.1,10.8,37.8
East Coast Parkway,2019.0,11.0,22.0,0.0,0.0,0.0,0.0,27.1,29.7,25.8,10.4,33.1
East Coast Parkway,2019.0,11.0,23.0,0.6,0.4,0.4,0.6,27.2,29.9,25.5,11.9,47.5
East Coast Parkway,2019.0,11.0,24.0,1.0,1.0,1.0,1.0,27.2,31.2,25.9,9.4,36.7
East Coast Parkway,2019.0,11.0,25.0,0.0,0.0,0.0,0.0,27.9,30.5,25.7,9.7,41.4
East Coast Parkway,2019.0,11.0,26.0,0.0,0.0,0.0,0.0,28.8,32.2,26.6,15.8,56.2
East Coast Parkway,2019.0,11.0,27.0,0.0,0.0,0.0,0.0,28.1,30.3,26.7,10.8,37.4
East Coast Parkway,2019.0,11.0,28.0,5.2,3.2,3.4,5.0,28.2,30.3,25.6,10.4,41.8
East Coast Parkway,2019.0,11.0,29.0,51.8,16.2,22.6,37.0,26.9,30.6,24.3,10.8,46.4
East Coast Parkway,2019.0,11.0,30.0,0.0,0.0,0.0,0.0,28.2,31.2,25.8,11.5,41.4
East Coast Parkway,2019.0,12.0,1.0,0.0,0.0,0.0,0.0,28.5,31.2,26.3,12.2,36.7
East Coast Parkway,2019.0,12.0,2.0,45.2,28.4,40.2,43.6,27.3,30.7,22.9,10.8,39.2
East Coast Parkway,2019.0,12.0,3.0,0.0,0.0,0.0,0.0,28.0,29.7,26.2,17.3,56.5
East Coast Parkway,2019.0,12.0,4.0,0.0,0.0,0.0,0.0,28.4,30.8,26.5,18.4,59.0
East Coast Parkway,2019.0,12.0,5.0,0.0,0.0,0.0,0.0,27.9,29.7,26.7,14.0,57.6
East Coast Parkway,2019.0,12.0,6.0,0.0,0.0,0.0,0.0,28.0,31.1,26.0,18.7,60.8
East Coast Parkway,2019.0,12.0,7.0,0.0,0.0,0.0,0.0,28.1,29.5,26.2,18.7,64.1
East Coast Parkway,2019.0,12.0,8.0,5.0,2.2,2.4,2.6,26.4,27.6,24.9,11.9,58.3
East Coast Parkway,2019.0,12.0,9.0,34.0,16.4,20.8,22.8,25.2,27.2,24.0,13.0,43.2
East Coast Parkway,2019.0,12.0,10.0,24.6,9.8,12.8,13.8,25.6,27.3,23.4,8.3,57.6
East Coast Parkway,2019.0,12.0,11.0,26.6,9.2,13.0,18.4,24.6,26.2,23.5,11.2,46.1
East Coast Parkway,2019.0,12.0,12.0,1.0,0.8,1.0,1.0,27.0,30.4,24.1,18.0,61.6
East Coast Parkway,2019.0,12.0,13.0,46.6,19.6,21.4,22.2,25.6,28.8,23.5,12.2,51.1
East Coast Parkway,2019.0,12.0,14.0,42.4,10.0,14.8,20.2,24.8,26.6,23.6,10.1,32.4
East Coast Parkway,2019.0,12.0,15.0,33.8,8.0,10.4,15.4,24.7,25.7,23.9,9.4,32.0
East Coast Parkway,2019.0,12.0,16.0,0.2,0.2,0.2,0.2,26.2,29.7,23.7,10.4,37.8
East Coast Parkway,2019.0,12.0,17.0,36.8,15.8,21.2,23.0,25.6,27.3,24.3,6.1,33.1
East Coast Parkway,2019.0,12.0,18.0,8.6,5.2,8.4,8.4,26.5,29.6,25.0,7.6,36.7
East Coast Parkway,2019.0,12.0,19.0,0.0,0.0,0.0,0.0,27.0,30.2,25.0,10.8,50.4
East Coast Parkway,2019.0,12.0,20.0,0.0,0.0,0.0,0.0,27.6,30.2,25.8,11.9,51.8
East Coast Parkway,2019.0,12.0,21.0,7.0,7.0,7.0,7.0,27.4,30.2,26.0,12.6,47.9
East Coast Parkway,2019.0,12.0,22.0,0.0,0.0,0.0,0.0,27.2,29.9,25.3,12.2,40.7
East Coast Parkway,2019.0,12.0,23.0,0.0,0.0,0.0,0.0,27.7,31.0,25.9,11.2,47.9
East Coast Parkway,2019.0,12.0,24.0,0.0,0.0,0.0,0.0,27.7,30.5,26.1,14.8,59.8
East Coast Parkway,2019.0,12.0,25.0,1.0,1.0,1.0,1.0,27.7,30.5,25.8,12.2,47.2
East Coast Parkway,2019.0,12.0,26.0,0.0,0.0,0.0,0.0,27.3,29.4,25.5,13.3,45.4
East Coast Parkway,2019.0,12.0,27.0,0.0,0.0,0.0,0.0,27.8,30.7,25.6,15.8,51.5
East Coast Parkway,2019.0,12.0,28.0,0.0,0.0,0.0,0.0,27.7,30.1,26.1,16.2,57.2
East Coast Parkway,2019.0,12.0,29.0,0.0,0.0,0.0,0.0,27.9,30.7,26.2,16.2,49.3
East Coast Parkway,2019.0,12.0,30.0,0.0,0.0,0.0,0.0,28.0,30.9,26.1,17.3,52.6
East Coast Parkway,2019.0,12.0,31.0,0.0,0.0,0.0,0.0,28.0,31.4,25.9,16.2,58.3
East Coast Parkway,2020.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,30.5,26.3,16.9,58.0
East Coast Parkway,2020.0,1.0,2.0,0.0,0.0,0.0,0.0,27.8,29.8,26.3,15.1,53.3
East Coast Parkway,2020.0,1.0,3.0,0.2,0.2,0.2,0.2,28.1,30.7,26.6,16.2,60.5
East Coast Parkway,2020.0,1.0,4.0,0.0,0.0,0.0,0.0,27.8,30.0,26.2,16.9,59.8
East Coast Parkway,2020.0,1.0,5.0,0.0,0.0,0.0,0.0,27.8,30.6,25.8,18.7,61.6
East Coast Parkway,2020.0,1.0,6.0,15.0,6.4,6.6,8.2,26.6,30.5,24.6,12.2,65.2
East Coast Parkway,2020.0,1.0,7.0,3.6,0.8,1.2,2.4,26.4,29.3,24.2,13.0,65.2
East Coast Parkway,2020.0,1.0,8.0,0.0,0.0,0.0,0.0,27.8,30.5,25.8,16.9,67.3
East Coast Parkway,2020.0,1.0,9.0,0.0,0.0,0.0,0.0,27.9,30.6,26.5,16.9,63.7
East Coast Parkway,2020.0,1.0,10.0,4.0,4.0,4.0,4.0,27.4,29.7,24.6,11.9,49.3
East Coast Parkway,2020.0,1.0,11.0,0.0,0.0,0.0,0.0,27.8,30.4,25.9,11.2,44.3
East Coast Parkway,2020.0,1.0,12.0,1.0,1.0,1.0,1.0,27.6,31.2,25.9,11.5,43.2
East Coast Parkway,2020.0,1.0,13.0,0.0,0.0,0.0,0.0,27.5,30.6,25.4,15.5,58.7
East Coast Parkway,2020.0,1.0,14.0,0.0,0.0,0.0,0.0,27.5,30.4,25.7,15.1,52.2
East Coast Parkway,2020.0,1.0,15.0,0.0,0.0,0.0,0.0,27.9,30.4,26.4,15.8,52.9
East Coast Parkway,2020.0,1.0,16.0,0.0,0.0,0.0,0.0,28.0,30.6,26.5,13.7,46.8
East Coast Parkway,2020.0,1.0,17.0,0.0,0.0,0.0,0.0,28.0,31.3,25.9,15.5,53.3
East Coast Parkway,2020.0,1.0,18.0,0.0,0.0,0.0,0.0,28.2,31.6,26.3,15.5,52.2
East Coast Parkway,2020.0,1.0,19.0,0.0,0.0,0.0,0.0,28.4,30.9,26.7,14.4,46.8
East Coast Parkway,2020.0,1.0,20.0,0.0,0.0,0.0,0.0,28.3,31.1,27.0,16.2,47.9
East Coast Parkway,2020.0,1.0,21.0,14.6,8.8,9.2,9.2,26.8,28.1,24.5,14.8,51.5
East Coast Parkway,2020.0,1.0,22.0,0.0,0.0,0.0,0.0,28.2,30.8,26.4,17.3,54.7
East Coast Parkway,2020.0,1.0,23.0,0.0,0.0,0.0,0.0,28.1,31.2,26.3,17.3,64.1
East Coast Parkway,2020.0,1.0,24.0,0.0,0.0,0.0,0.0,27.8,30.6,26.1,18.0,58.7
East Coast Parkway,2020.0,1.0,25.0,0.0,0.0,0.0,0.0,27.9,31.2,25.7,13.3,44.6
East Coast Parkway,2020.0,1.0,26.0,0.0,0.0,0.0,0.0,28.0,31.7,25.9,12.6,40.0
East Coast Parkway,2020.0,1.0,27.0,17.6,7.8,14.8,17.6,27.8,30.9,26.1,11.2,32.8
East Coast Parkway,2020.0,1.0,28.0,0.2,0.2,0.2,0.2,28.1,30.5,26.3,13.0,33.5
East Coast Parkway,2020.0,1.0,29.0,17.2,8.0,14.4,16.4,27.0,30.4,24.5,10.1,39.6
East Coast Parkway,2020.0,1.0,30.0,0.0,0.0,0.0,0.0,27.4,30.1,24.7,11.2,46.8
East Coast Parkway,2020.0,1.0,31.0,0.0,0.0,0.0,0.0,28.3,31.0,26.8,13.7,49.7
East Coast Parkway,2020.0,2.0,1.0,0.0,0.0,0.0,0.0,28.3,30.8,26.2,14.4,47.2
East Coast Parkway,2020.0,2.0,2.0,0.2,0.2,0.2,0.2,27.8,30.1,26.4,18.7,61.9
East Coast Parkway,2020.0,2.0,3.0,0.0,0.0,0.0,0.0,27.9,30.5,26.3,16.2,55.1
East Coast Parkway,2020.0,2.0,4.0,0.0,0.0,0.0,0.0,27.5,30.6,25.5,13.7,50.8
East Coast Parkway,2020.0,2.0,5.0,0.0,0.0,0.0,0.0,27.9,31.4,25.4,15.5,51.1
East Coast Parkway,2020.0,2.0,6.0,0.0,0.0,0.0,0.0,28.0,30.9,26.2,16.9,54.0
East Coast Parkway,2020.0,2.0,7.0,0.0,0.0,0.0,0.0,27.9,30.4,26.4,18.4,64.1
East Coast Parkway,2020.0,2.0,8.0,0.0,0.0,0.0,0.0,27.8,30.4,25.6,12.2,48.2
East Coast Parkway,2020.0,2.0,9.0,7.0,2.6,2.6,2.6,26.7,29.2,24.1,9.0,47.2
East Coast Parkway,2020.0,2.0,10.0,0.0,0.0,0.0,0.0,27.0,30.3,24.2,10.1,32.4
East Coast Parkway,2020.0,2.0,11.0,51.4,16.0,20.6,36.0,26.8,29.3,25.0,9.7,44.3
East Coast Parkway,2020.0,2.0,12.0,0.0,0.0,0.0,0.0,28.0,30.4,26.0,10.4,40.0
East Coast Parkway,2020.0,2.0,13.0,0.0,0.0,0.0,0.0,28.4,31.4,26.6,15.5,47.2
East Coast Parkway,2020.0,2.0,14.0,0.0,0.0,0.0,0.0,28.3,31.4,26.5,12.2,45.4
East Coast Parkway,2020.0,2.0,15.0,0.0,0.0,0.0,0.0,28.1,31.4,26.1,10.8,36.4
East Coast Parkway,2020.0,2.0,16.0,0.0,0.0,0.0,0.0,28.1,30.5,26.8,11.2,47.9
East Coast Parkway,2020.0,2.0,17.0,0.0,0.0,0.0,0.0,28.6,32.0,26.4,13.7,48.2
East Coast Parkway,2020.0,2.0,18.0,6.8,3.6,3.6,3.8,27.1,30.4,24.5,12.2,51.1
East Coast Parkway,2020.0,2.0,19.0,1.6,1.6,1.6,1.6,28.0,30.6,26.0,17.3,56.5
East Coast Parkway,2020.0,2.0,20.0,1.4,1.4,1.4,1.4,27.9,30.6,25.4,18.0,61.6
East Coast Parkway,2020.0,2.0,21.0,11.8,3.0,3.2,4.8,27.3,29.7,24.6,16.2,65.5
East Coast Parkway,2020.0,2.0,22.0,0.0,0.0,0.0,0.0,28.1,30.5,25.9,18.0,62.6
East Coast Parkway,2020.0,2.0,23.0,0.0,0.0,0.0,0.0,28.1,30.5,25.3,19.1,61.9
East Coast Parkway,2020.0,2.0,24.0,2.4,1.6,1.6,2.0,27.2,29.5,25.1,16.2,64.4
East Coast Parkway,2020.0,2.0,25.0,0.0,0.0,0.0,0.0,28.1,30.9,26.2,15.5,54.7
East Coast Parkway,2020.0,2.0,26.0,0.0,0.0,0.0,0.0,28.2,31.1,26.0,17.3,53.6
East Coast Parkway,2020.0,2.0,27.0,0.0,0.0,0.0,0.0,28.2,31.2,26.3,16.2,50.0
East Coast Parkway,2020.0,2.0,28.0,0.0,0.0,0.0,0.0,28.3,31.3,26.6,16.9,56.5
East Coast Parkway,2020.0,2.0,29.0,0.0,0.0,0.0,0.0,28.0,30.8,26.1,17.3,55.4
East Coast Parkway,2020.0,3.0,1.0,0.0,0.0,0.0,0.0,28.1,31.3,25.8,15.1,52.6
East Coast Parkway,2020.0,3.0,2.0,0.0,0.0,0.0,0.0,28.3,31.9,25.8,14.4,49.3
East Coast Parkway,2020.0,3.0,3.0,0.0,0.0,0.0,0.0,28.4,31.5,26.5,14.4,53.3
East Coast Parkway,2020.0,3.0,4.0,0.0,0.0,0.0,0.0,28.7,32.2,26.5,13.0,44.3
East Coast Parkway,2020.0,3.0,5.0,0.0,0.0,0.0,0.0,27.9,29.9,26.9,11.9,36.7
East Coast Parkway,2020.0,3.0,6.0,0.0,0.0,0.0,0.0,28.4,30.7,26.8,10.1,43.9
East Coast Parkway,2020.0,3.0,7.0,1.6,0.8,1.2,1.4,28.1,32.3,26.1,10.8,40.3
East Coast Parkway,2020.0,3.0,8.0,2.0,1.8,2.0,2.0,27.9,30.7,26.4,10.1,33.8
East Coast Parkway,2020.0,3.0,9.0,0.0,0.0,0.0,0.0,27.9,30.0,25.9,10.4,34.2
East Coast Parkway,2020.0,3.0,10.0,0.0,0.0,0.0,0.0,28.2,30.5,26.5,11.5,32.8
East Coast Parkway,2020.0,3.0,11.0,0.0,0.0,0.0,0.0,28.8,33.3,27.1,11.9,41.0
East Coast Parkway,2020.0,3.0,12.0,0.0,0.0,0.0,0.0,28.9,32.1,26.6,14.4,52.9
East Coast Parkway,2020.0,3.0,13.0,0.0,0.0,0.0,0.0,28.7,31.9,26.8,14.0,41.0
East Coast Parkway,2020.0,3.0,14.0,0.0,0.0,0.0,0.0,28.7,31.8,26.9,11.2,36.4
East Coast Parkway,2020.0,3.0,15.0,0.0,0.0,0.0,0.0,29.2,32.1,27.4,12.6,43.9
East Coast Parkway,2020.0,3.0,16.0,0.0,0.0,0.0,0.0,29.0,31.7,27.5,14.4,52.6
East Coast Parkway,2020.0,3.0,17.0,0.0,0.0,0.0,0.0,28.8,31.7,26.5,14.8,52.2
East Coast Parkway,2020.0,3.0,18.0,0.0,0.0,0.0,0.0,28.9,32.3,26.8,15.1,47.9
East Coast Parkway,2020.0,3.0,19.0,0.0,0.0,0.0,0.0,28.5,31.6,26.6,12.2,43.2
East Coast Parkway,2020.0,3.0,20.0,0.0,0.0,0.0,0.0,28.1,30.2,26.3,10.8,41.4
East Coast Parkway,2020.0,3.0,21.0,1.0,0.8,0.8,0.8,28.1,30.2,26.6,9.4,33.8
East Coast Parkway,2020.0,3.0,22.0,0.8,0.8,0.8,0.8,27.9,30.5,26.6,10.1,34.6
East Coast Parkway,2020.0,3.0,23.0,2.4,1.8,2.2,2.4,27.2,29.4,25.1,7.2,28.1
East Coast Parkway,2020.0,3.0,24.0,0.4,0.4,0.4,0.4,28.2,31.4,25.6,9.4,44.3
East Coast Parkway,2020.0,3.0,25.0,0.0,0.0,0.0,0.0,28.5,32.0,26.3,10.8,36.0
East Coast Parkway,2020.0,3.0,26.0,0.0,0.0,0.0,0.0,29.2,32.4,27.2,10.8,37.8
East Coast Parkway,2020.0,3.0,27.0,0.0,0.0,0.0,0.0,29.0,32.0,27.0,11.9,45.7
East Coast Parkway,2020.0,3.0,28.0,0.0,0.0,0.0,0.0,28.8,32.3,26.8,10.8,35.6
East Coast Parkway,2020.0,3.0,29.0,0.0,0.0,0.0,0.0,29.0,32.1,26.9,12.6,56.5
East Coast Parkway,2020.0,3.0,30.0,0.0,0.0,0.0,0.0,28.7,32.2,26.4,11.5,36.0
East Coast Parkway,2020.0,3.0,31.0,0.0,0.0,0.0,0.0,29.1,32.4,27.1,11.5,36.4
East Coast Parkway,2020.0,4.0,1.0,0.0,0.0,0.0,0.0,28.7,30.9,26.4,11.8,35.0
East Coast Parkway,2020.0,4.0,2.0,16.2,10.4,12.4,16.2,28.7,33.0,25.7,10.0,45.7
East Coast Parkway,2020.0,4.0,3.0,5.0,3.2,3.4,5.0,28.6,32.3,25.2,9.8,53.7
East Coast Parkway,2020.0,4.0,4.0,0.0,0.0,0.0,0.0,29.6,33.1,27.2,8.4,41.5
East Coast Parkway,2020.0,4.0,5.0,0.0,0.0,0.0,0.0,29.2,32.5,27.3,9.0,43.9
East Coast Parkway,2020.0,4.0,6.0,0.0,0.0,0.0,0.0,28.7,31.3,26.8,7.8,39.6
East Coast Parkway,2020.0,4.0,7.0,46.6,24.2,30.4,37.2,27.4,29.6,23.5,10.2,44.6
East Coast Parkway,2020.0,4.0,8.0,0.2,0.2,0.2,0.2,28.5,31.2,26.7,9.6,33.5
East Coast Parkway,2020.0,4.0,9.0,0.0,0.0,0.0,0.0,28.9,32.5,26.7,8.8,41.1
East Coast Parkway,2020.0,4.0,10.0,0.0,0.0,0.0,0.0,28.7,30.8,26.1,10.0,33.9
East Coast Parkway,2020.0,4.0,11.0,0.0,0.0,0.0,0.0,28.9,31.5,27.5,9.4,42.4
East Coast Parkway,2020.0,4.0,12.0,0.0,0.0,0.0,0.0,29.0,31.7,27.5,7.9,49.6
East Coast Parkway,2020.0,4.0,13.0,0.0,0.0,0.0,0.0,29.4,32.3,27.7,8.6,32.0
East Coast Parkway,2020.0,4.0,14.0,0.0,0.0,0.0,0.0,29.5,32.5,27.6,9.8,41.5
East Coast Parkway,2020.0,4.0,15.0,0.0,0.0,0.0,0.0,29.5,32.5,27.2,9.1,44.3
East Coast Parkway,2020.0,4.0,16.0,0.0,0.0,0.0,0.0,29.4,32.9,27.4,9.9,47.6
East Coast Parkway,2020.0,4.0,17.0,0.0,0.0,0.0,0.0,29.2,32.2,27.1,8.9,33.2
East Coast Parkway,2020.0,4.0,18.0,0.0,0.0,0.0,0.0,29.3,32.2,27.2,11.5,42.0
East Coast Parkway,2020.0,4.0,19.0,0.0,0.0,0.0,0.0,29.4,32.3,27.6,13.0,35.2
East Coast Parkway,2020.0,4.0,20.0,0.0,0.0,0.0,0.0,29.5,32.0,27.7,13.9,41.1
East Coast Parkway,2020.0,4.0,21.0,0.0,0.0,0.0,0.0,29.5,31.2,28.0,10.0,32.0
East Coast Parkway,2020.0,4.0,22.0,0.0,0.0,0.0,0.0,29.6,31.2,27.9,12.9,39.3
East Coast Parkway,2020.0,4.0,23.0,0.0,0.0,0.0,0.0,29.2,31.3,27.7,8.9,36.3
East Coast Parkway,2020.0,4.0,24.0,1.4,0.8,1.0,1.4,28.1,31.4,25.8,6.9,46.1
East Coast Parkway,2020.0,4.0,25.0,52.6,43.4,51.4,52.2,27.8,31.3,24.2,6.9,41.1
East Coast Parkway,2020.0,4.0,26.0,0.4,0.2,0.2,0.4,28.1,29.7,27.0,6.2,23.7
East Coast Parkway,2020.0,4.0,27.0,10.6,8.0,9.2,10.6,27.6,29.0,24.6,10.7,47.6
East Coast Parkway,2020.0,4.0,28.0,6.6,3.4,3.6,6.6,27.9,30.6,25.7,6.5,34.3
East Coast Parkway,2020.0,4.0,29.0,96.2,42.2,57.0,85.0,28.1,30.3,24.7,9.6,33.5
East Coast Parkway,2020.0,4.0,30.0,43.2,16.0,31.2,82.6,27.2,30.0,24.6,9.5,35.2
East Coast Parkway,2020.0,5.0,1.0,21.6,5.6,20.4,28.2,26.8,30.1,25.0,9.9,34.3
East Coast Parkway,2020.0,5.0,2.0,0.0,0.0,0.0,0.0,28.5,32.4,26.2,7.3,28.9
East Coast Parkway,2020.0,5.0,3.0,1.2,0.6,1.0,1.0,28.5,30.6,26.5,8.3,27.8
East Coast Parkway,2020.0,5.0,4.0,5.0,3.8,3.8,3.8,28.0,30.0,26.0,6.7,32.0
East Coast Parkway,2020.0,5.0,5.0,2.4,2.2,2.4,2.4,28.4,31.3,26.1,7.5,55.0
East Coast Parkway,2020.0,5.0,6.0,16.4,7.8,14.4,15.6,28.3,29.7,23.6,13.7,47.8
East Coast Parkway,2020.0,5.0,7.0,0.0,0.0,0.0,0.0,29.8,31.9,28.6,10.4,28.9
East Coast Parkway,2020.0,5.0,8.0,24.0,13.0,21.4,24.0,29.0,31.0,24.4,17.1,44.6
East Coast Parkway,2020.0,5.0,9.0,0.0,0.0,0.0,0.0,30.3,32.2,29.0,15.2,30.9
East Coast Parkway,2020.0,5.0,10.0,12.8,10.8,12.8,12.8,29.8,30.4,27.5,19.1,48.9
