Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Queenstown,2022,1,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,1,29,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,1,30,19.4,15.8,18.0,19.2,-,-,-,-,-
Queenstown,2022,1,31,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,2,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,3,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,4,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,5,1.8,1.6,1.6,1.6,-,-,-,-,-
Queenstown,2022,2,6,26.8,12.8,13.6,13.8,-,-,-,-,-
Queenstown,2022,2,7,1.6,1.2,1.6,1.6,-,-,-,-,-
Queenstown,2022,2,8,1.0,0.4,0.6,0.6,-,-,-,-,-
Queenstown,2022,2,9,38.2,32.6,34.0,35.0,-,-,-,-,-
Queenstown,2022,2,10,16.2,3.0,4.6,6.4,-,-,-,-,-
Queenstown,2022,2,11,13.4,8.2,8.6,11.0,-,-,-,-,-
Queenstown,2022,2,12,13.8,11.0,13.4,13.8,-,-,-,-,-
Queenstown,2022,2,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,15,3.8,3.6,3.8,3.8,-,-,-,-,-
Queenstown,2022,2,16,6.4,3.0,5.0,6.2,-,-,-,-,-
Queenstown,2022,2,17,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,20,20.8,11.8,19.6,20.6,-,-,-,-,-
Queenstown,2022,2,21,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,22,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,23,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,24,25.6,8.2,10.6,16.6,-,-,-,-,-
Queenstown,2022,2,25,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,2,27,51.2,36.6,47.4,48.4,-,-,-,-,-
Queenstown,2022,2,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,1,22.4,10.4,14.0,22.4,-,-,-,-,-
Queenstown,2022,3,2,22.8,20.0,21.6,22.0,-,-,-,-,-
Queenstown,2022,3,3,11.0,5.2,6.4,10.4,-,-,-,-,-
Queenstown,2022,3,4,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,5,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,6,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,7,5.8,2.4,4.8,5.6,-,-,-,-,-
Queenstown,2022,3,8,0.6,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2022,3,9,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,3,10,20.6,13.8,18.0,20.0,-,-,-,-,-
Queenstown,2022,3,11,18.8,12.8,13.4,13.4,-,-,-,-,-
Queenstown,2022,3,12,1.0,0.6,0.6,1.0,-,-,-,-,-
Queenstown,2022,3,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,15,46.8,29.2,38.8,44.8,-,-,-,-,-
Queenstown,2022,3,16,3.6,3.0,3.4,3.6,-,-,-,-,-
Queenstown,2022,3,17,1.0,1.0,1.0,1.0,-,-,-,-,-
Queenstown,2022,3,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,20,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,21,26.4,18.0,22.6,25.6,-,-,-,-,-
Queenstown,2022,3,22,1.8,1.8,1.8,1.8,-,-,-,-,-
Queenstown,2022,3,23,1.6,1.6,1.6,1.6,-,-,-,-,-
Queenstown,2022,3,24,4.2,3.6,3.8,3.8,-,-,-,-,-
Queenstown,2022,3,25,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,27,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,28,2.0,1.2,1.2,2.0,-,-,-,-,-
Queenstown,2022,3,29,29.6,13.2,18.0,29.2,-,-,-,-,-
Queenstown,2022,3,30,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,3,31,5.6,5.2,5.6,5.6,-,-,-,-,-
Queenstown,2022,4,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,2,5.8,4.8,5.8,5.8,-,-,-,-,-
Queenstown,2022,4,3,23.8,19.2,21.0,23.4,-,-,-,-,-
Queenstown,2022,4,4,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,5,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,6,1.4,1.4,1.4,1.4,-,-,-,-,-
Queenstown,2022,4,7,1.2,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2022,4,8,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,9,10.8,10.0,10.2,10.6,-,-,-,-,-
Queenstown,2022,4,10,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,11,39.6,22.8,29.4,39.4,-,-,-,-,-
Queenstown,2022,4,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,13,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,4,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,15,10.4,3.6,4.6,5.6,-,-,-,-,-
Queenstown,2022,4,16,21.4,20.0,21.0,21.2,-,-,-,-,-
Queenstown,2022,4,17,28.0,13.4,19.2,21.0,-,-,-,-,-
Queenstown,2022,4,18,41.8,10.4,17.8,28.2,-,-,-,-,-
Queenstown,2022,4,19,5.8,3.0,4.2,4.2,-,-,-,-,-
Queenstown,2022,4,20,1.0,1.0,1.0,1.0,-,-,-,-,-
Queenstown,2022,4,21,19.2,13.2,15.8,17.0,-,-,-,-,-
Queenstown,2022,4,22,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,23,37.2,23.8,32.6,37.2,-,-,-,-,-
Queenstown,2022,4,24,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,25,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,27,9.8,9.6,9.6,9.6,-,-,-,-,-
Queenstown,2022,4,28,24.0,15.8,22.8,23.2,-,-,-,-,-
Queenstown,2022,4,29,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,4,30,7.0,6.8,6.8,6.8,-,-,-,-,-
Queenstown,2022,5,1,3.0,2.8,3.0,3.0,-,-,-,-,-
Queenstown,2022,5,2,10.8,9.8,10.0,10.6,-,-,-,-,-
Queenstown,2022,5,3,4.2,1.6,2.2,3.4,-,-,-,-,-
Queenstown,2022,5,4,55.8,25.4,29.2,40.8,-,-,-,-,-
Queenstown,2022,5,5,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,6,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,7,29.4,21.8,25.0,25.2,-,-,-,-,-
Queenstown,2022,5,8,2.0,1.0,1.6,1.6,-,-,-,-,-
Queenstown,2022,5,9,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,10,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,11,39.8,16.6,26.0,35.4,-,-,-,-,-
Queenstown,2022,5,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,14,0.4,0.4,0.4,0.4,-,-,-,-,-
Queenstown,2022,5,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,16,41.8,23.0,25.4,26.6,-,-,-,-,-
Queenstown,2022,5,17,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,19,1.0,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2022,5,20,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,21,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,22,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,23,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,24,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,25,23.6,11.8,13.4,13.4,-,-,-,-,-
Queenstown,2022,5,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,27,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,29,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,30,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,5,31,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,1,1.0,1.0,1.0,1.0,-,-,-,-,-
Queenstown,2022,6,2,10.6,7.8,10.6,10.6,-,-,-,-,-
Queenstown,2022,6,3,2.8,2.6,2.6,2.6,-,-,-,-,-
Queenstown,2022,6,4,17.6,10.0,16.2,16.2,-,-,-,-,-
Queenstown,2022,6,5,0.4,0.4,0.4,0.4,-,-,-,-,-
Queenstown,2022,6,6,11.4,11.0,11.4,11.4,-,-,-,-,-
Queenstown,2022,6,7,1.2,1.2,1.2,1.2,-,-,-,-,-
Queenstown,2022,6,8,6.4,6.0,6.4,6.4,-,-,-,-,-
Queenstown,2022,6,9,3.0,2.0,2.4,6.4,-,-,-,-,-
Queenstown,2022,6,10,0.8,0.6,0.8,0.8,-,-,-,-,-
Queenstown,2022,6,11,19.4,12.2,14.8,16.6,-,-,-,-,-
Queenstown,2022,6,12,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,6,13,22.8,12.6,20.2,22.8,-,-,-,-,-
Queenstown,2022,6,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,16,2.4,1.2,1.4,1.6,-,-,-,-,-
Queenstown,2022,6,17,0.0,0.2,0.4,0.4,-,-,-,-,-
Queenstown,2022,6,18,0.4,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,6,19,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,6,20,97.8,37.0,47.2,48.6,-,-,-,-,-
Queenstown,2022,6,21,7.4,5.8,7.0,7.4,-,-,-,-,-
Queenstown,2022,6,22,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,23,0.4,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,6,24,26.4,21.6,26.2,26.4,-,-,-,-,-
Queenstown,2022,6,25,27.0,11.4,13.6,14.2,-,-,-,-,-
Queenstown,2022,6,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,27,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,28,2.0,1.4,1.4,2.0,-,-,-,-,-
Queenstown,2022,6,29,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,6,30,6.4,3.8,5.2,6.2,-,-,-,-,-
Queenstown,2022,7,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,2,1.6,1.6,1.6,1.6,-,-,-,-,-
Queenstown,2022,7,3,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,4,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,5,2.8,2.6,2.6,2.6,-,-,-,-,-
Queenstown,2022,7,6,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,7,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,8,8.4,3.4,5.4,8.0,-,-,-,-,-
Queenstown,2022,7,9,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,10,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,11,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,16,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,17,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,20,21.8,17.0,17.0,17.6,-,-,-,-,-
Queenstown,2022,7,21,0.6,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2022,7,22,6.6,2.6,4.0,4.2,-,-,-,-,-
Queenstown,2022,7,23,1.2,1.2,1.2,1.2,-,-,-,-,-
Queenstown,2022,7,24,6.8,5.0,5.0,5.8,-,-,-,-,-
Queenstown,2022,7,25,2.4,2.4,2.4,2.4,-,-,-,-,-
Queenstown,2022,7,26,17.4,14.4,14.4,14.6,-,-,-,-,-
Queenstown,2022,7,27,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,7,29,16.6,8.0,10.8,15.2,-,-,-,-,-
Queenstown,2022,7,30,0.0,0.0,0.0,0.2,-,-,-,-,-
Queenstown,2022,7,31,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,1,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,8,2,9.8,2.6,3.4,5.0,-,-,-,-,-
Queenstown,2022,8,3,5.2,4.6,4.6,5.0,-,-,-,-,-
Queenstown,2022,8,4,0.4,0.2,0.4,0.4,-,-,-,-,-
Queenstown,2022,8,5,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,6,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,7,7.2,7.2,7.2,7.2,-,-,-,-,-
Queenstown,2022,8,8,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,9,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,10,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,11,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,13,3.2,2.6,2.6,3.2,-,-,-,-,-
Queenstown,2022,8,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,16,1.8,1.8,1.8,1.8,-,-,-,-,-
Queenstown,2022,8,17,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,18,23.8,17.4,18.0,18.0,-,-,-,-,-
Queenstown,2022,8,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,20,6.0,3.8,3.8,4.8,-,-,-,-,-
Queenstown,2022,8,21,33.6,14.8,22.4,33.4,-,-,-,-,-
Queenstown,2022,8,22,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,23,5.6,4.0,4.6,4.8,-,-,-,-,-
Queenstown,2022,8,24,27.0,20.8,24.4,27.0,-,-,-,-,-
Queenstown,2022,8,25,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,26,10.8,8.8,9.2,9.4,-,-,-,-,-
Queenstown,2022,8,27,12.4,3.8,4.4,5.8,-,-,-,-,-
Queenstown,2022,8,28,0.8,0.6,0.8,2.0,-,-,-,-,-
Queenstown,2022,8,29,5.6,4.2,4.8,5.6,-,-,-,-,-
Queenstown,2022,8,30,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,8,31,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,2,3.2,1.6,2.2,2.4,-,-,-,-,-
Queenstown,2022,9,3,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,4,1.2,0.4,0.6,0.8,-,-,-,-,-
Queenstown,2022,9,5,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,9,6,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,7,1.8,1.2,1.6,1.6,-,-,-,-,-
Queenstown,2022,9,8,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,9,2.4,0.6,0.8,1.6,-,-,-,-,-
Queenstown,2022,9,10,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,11,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,13,18.2,10.2,14.8,17.8,-,-,-,-,-
Queenstown,2022,9,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,16,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,17,2.6,2.0,2.4,2.6,-,-,-,-,-
Queenstown,2022,9,18,93.0,32.6,59.0,74.8,-,-,-,-,-
Queenstown,2022,9,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,20,2.4,2.0,2.2,2.2,-,-,-,-,-
Queenstown,2022,9,21,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,22,40.0,12.0,19.6,36.0,-,-,-,-,-
Queenstown,2022,9,23,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,24,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,25,59.8,32.0,34.6,45.6,-,-,-,-,-
Queenstown,2022,9,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,27,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,9,29,1.0,0.6,0.8,1.0,-,-,-,-,-
Queenstown,2022,9,30,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,1,77.6,56.0,69.2,70.6,-,-,-,-,-
Queenstown,2022,10,2,24.4,15.8,16.6,16.6,-,-,-,-,-
Queenstown,2022,10,3,20.4,14.4,19.2,20.2,-,-,-,-,-
Queenstown,2022,10,4,2.2,1.6,2.0,2.2,-,-,-,-,-
Queenstown,2022,10,5,72.8,29.8,50.8,64.4,-,-,-,-,-
Queenstown,2022,10,6,2.6,1.4,2.2,2.6,-,-,-,-,-
Queenstown,2022,10,7,23.0,7.0,10.0,17.2,-,-,-,-,-
Queenstown,2022,10,8,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,9,1.4,1.2,1.2,1.4,-,-,-,-,-
Queenstown,2022,10,10,2.4,1.8,1.8,1.8,-,-,-,-,-
Queenstown,2022,10,11,1.2,1.2,1.2,1.2,-,-,-,-,-
Queenstown,2022,10,12,37.8,15.0,16.6,24.2,-,-,-,-,-
Queenstown,2022,10,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,14,1.8,1.4,1.4,1.4,-,-,-,-,-
Queenstown,2022,10,15,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,16,56.0,16.4,19.2,35.8,-,-,-,-,-
Queenstown,2022,10,17,45.8,26.6,41.4,44.8,-,-,-,-,-
Queenstown,2022,10,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,20,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,21,46.4,22.8,37.8,45.4,-,-,-,-,-
Queenstown,2022,10,22,1.6,1.0,1.2,1.4,-,-,-,-,-
Queenstown,2022,10,23,0.0,0.0,0.0,0.2,-,-,-,-,-
Queenstown,2022,10,24,0.8,0.2,0.4,0.6,-,-,-,-,-
Queenstown,2022,10,25,10.2,3.4,4.4,7.6,-,-,-,-,-
Queenstown,2022,10,26,10.4,3.0,4.6,7.0,-,-,-,-,-
Queenstown,2022,10,27,1.4,1.0,1.0,1.4,-,-,-,-,-
Queenstown,2022,10,28,1.4,0.6,1.0,1.2,-,-,-,-,-
Queenstown,2022,10,29,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,10,30,70.8,27.8,42.4,52.0,-,-,-,-,-
Queenstown,2022,10,31,5.0,12.6,40.4,44.6,-,-,-,-,-
Queenstown,2022,11,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,2,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,3,0.6,0.4,0.4,0.6,-,-,-,-,-
Queenstown,2022,11,4,9.6,7.4,7.6,7.6,-,-,-,-,-
Queenstown,2022,11,5,39.6,18.0,27.2,33.4,-,-,-,-,-
Queenstown,2022,11,6,0.6,0.4,0.4,0.4,-,-,-,-,-
Queenstown,2022,11,7,5.6,2.8,3.6,4.4,-,-,-,-,-
Queenstown,2022,11,8,16.2,12.6,14.6,15.8,-,-,-,-,-
Queenstown,2022,11,9,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,10,21.0,10.0,13.0,13.0,-,-,-,-,-
Queenstown,2022,11,11,7.2,6.2,6.8,6.8,-,-,-,-,-
Queenstown,2022,11,12,3.4,2.2,2.4,2.8,-,-,-,-,-
Queenstown,2022,11,13,30.6,30.0,30.4,30.6,-,-,-,-,-
Queenstown,2022,11,14,15.6,8.4,10.2,15.0,-,-,-,-,-
Queenstown,2022,11,15,3.4,1.8,2.4,2.6,-,-,-,-,-
Queenstown,2022,11,16,2.8,0.6,1.2,1.6,-,-,-,-,-
Queenstown,2022,11,17,4.0,2.2,3.4,3.8,-,-,-,-,-
Queenstown,2022,11,18,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,19,6.4,2.2,3.8,4.8,-,-,-,-,-
Queenstown,2022,11,20,1.0,0.4,0.6,0.6,-,-,-,-,-
Queenstown,2022,11,21,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,22,4.0,3.6,4.0,4.0,-,-,-,-,-
Queenstown,2022,11,23,1.0,0.6,0.6,1.0,-,-,-,-,-
Queenstown,2022,11,24,14.4,8.6,14.0,14.4,-,-,-,-,-
Queenstown,2022,11,25,5.8,3.4,8.8,16.2,-,-,-,-,-
Queenstown,2022,11,26,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,11,27,3.6,3.0,3.0,3.2,-,-,-,-,-
Queenstown,2022,11,28,3.0,1.2,1.2,1.4,-,-,-,-,-
Queenstown,2022,11,29,15.2,12.2,12.6,13.0,-,-,-,-,-
Queenstown,2022,11,30,11.2,6.2,6.6,7.8,-,-,-,-,-
Queenstown,2022,12,1,14.4,13.2,14.4,14.4,-,-,-,-,-
Queenstown,2022,12,2,2.0,1.8,2.0,2.0,-,-,-,-,-
Queenstown,2022,12,3,18.6,17.2,17.8,18.4,-,-,-,-,-
Queenstown,2022,12,4,4.8,3.8,4.0,4.4,-,-,-,-,-
Queenstown,2022,12,5,15.8,9.6,9.6,9.8,-,-,-,-,-
Queenstown,2022,12,6,14.2,8.4,12.2,14.2,-,-,-,-,-
Queenstown,2022,12,7,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,12,8,1.8,0.6,1.2,1.4,-,-,-,-,-
Queenstown,2022,12,9,4.0,2.0,2.0,3.8,-,-,-,-,-
Queenstown,2022,12,10,0.6,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2022,12,11,54.6,14.8,24.6,36.2,-,-,-,-,-
Queenstown,2022,12,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,12,13,7.6,4.2,5.2,5.4,-,-,-,-,-
Queenstown,2022,12,14,0.4,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,12,15,4.8,0.8,1.4,2.4,-,-,-,-,-
Queenstown,2022,12,16,23.0,18.6,22.4,23.0,-,-,-,-,-
Queenstown,2022,12,17,10.0,9.2,10.0,10.0,-,-,-,-,-
Queenstown,2022,12,18,14.0,13.4,13.6,14.0,-,-,-,-,-
Queenstown,2022,12,19,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,12,20,0.4,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,12,21,41.6,38.4,41.6,41.6,-,-,-,-,-
Queenstown,2022,12,22,1.0,0.8,0.8,0.8,-,-,-,-,-
Queenstown,2022,12,23,2.0,1.4,1.4,1.6,-,-,-,-,-
Queenstown,2022,12,24,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,12,25,76.0,52.6,74.6,76.0,-,-,-,-,-
Queenstown,2022,12,26,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,12,27,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2022,12,28,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,12,29,1.8,1.8,1.8,1.8,-,-,-,-,-
Queenstown,2022,12,30,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2022,12,31,0.6,0.4,0.4,0.6,-,-,-,-,-
Queenstown,2023,1,1,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,2,2.4,2.4,2.4,2.4,-,-,-,-,-
Queenstown,2023,1,3,2.2,2.0,2.0,2.0,-,-,-,-,-
Queenstown,2023,1,4,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,5,41.0,24.2,36.0,41.0,-,-,-,-,-
Queenstown,2023,1,6,0.2,0.2,0.2,0.2,-,-,-,-,-
Queenstown,2023,1,7,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,8,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,9,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,10,0.8,0.8,0.8,0.8,-,-,-,-,-
Queenstown,2023,1,11,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,12,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,13,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,14,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,15,0.6,0.6,0.6,0.6,-,-,-,-,-
Queenstown,2023,1,16,0.0,0.0,0.0,0.0,-,-,-,-,-
Queenstown,2023,1,17,0.0,0.0,0.0,0.0,-,-,-,-,-
