Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (Â°C),Maximum Temperature (Â°C),Minimum Temperature (Â°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Jurong Island,2018,1,1,47.6,19.6,25.8,30.0,25.4,27.2,23.5,5.8,31
Jurong Island,2018,1,2,3.2,2.6,3.2,3.2,26,28,25,4.7,25.6
Jurong Island,2018,1,3,0.0,0.0,0.0,0.0,27.3,30.4,24.9,5,23.4
Jurong Island,2018,1,4,21.2,7.2,12.8,20.6,26.8,29.6,24.7,5.4,29.2
Jurong Island,2018,1,5,12.4,10.0,11.4,12.0,26.5,27.9,24.9,4,22
Jurong Island,2018,1,6,0.0,0.0,0.0,0.0,27.5,30.2,25.1,6.5,27.4
Jurong Island,2018,1,7,0.0,0.0,0.0,0.0,27.6,31.5,26.3,12.6,35.6
Jurong Island,2018,1,8,25.0,13.4,20.6,23.0,27,30.7,24.7,6.8,34.6
Jurong Island,2018,1,9,26.6,15.8,17.6,26.6,27.2,31.6,23.7,5.4,31.3
Jurong Island,2018,1,10,7.8,1.0,1.6,2.8,25.3,27.3,23.4,6.5,27.7
Jurong Island,2018,1,11,10.8,2.4,2.4,2.6,24.3,26.4,23,9,32.8
Jurong Island,2018,1,12,6.2,0.8,1.6,2.2,23.4,24.4,22.4,10.4,33.8
Jurong Island,2018,1,13,8.2,1.0,1.6,2.4,23.4,24,22.8,9.4,28.1
Jurong Island,2018,1,14,4.2,0.8,1.2,2.2,24.1,25.9,22.1,9.7,33.5
Jurong Island,2018,1,15,0.4,0.2,0.2,0.2,25.1,27.1,23.3,7.9,31
Jurong Island,2018,1,16,3.8,3.6,3.6,3.6,26.5,30.2,23.8,7.2,29.5
Jurong Island,2018,1,17,4.8,2.6,4.6,4.8,27.3,32.5,25,6.1,28.1
Jurong Island,2018,1,18,0.4,0.2,0.2,0.2,27.6,32.8,25.3,6.5,29.2
Jurong Island,2018,1,19,0.4,0.4,0.4,0.4,27.4,32.5,25.2,6.5,28.8
Jurong Island,2018,1,20,0.0,0.0,0.0,0.0,27.5,31.1,25.7,7.6,29.5
Jurong Island,2018,1,21,0.0,0.0,0.0,0.0,28.2,32.2,25.4,6.1,28.8
Jurong Island,2018,1,22,0.0,0.0,0.0,0.0,28.8,32.9,26.2,6.1,30.2
Jurong Island,2018,1,23,2.2,1.8,2.0,2.0,27.5,30.6,25.4,7.2,24.5
Jurong Island,2018,1,24,101.4,30.4,31.2,46.0,26.8,30.9,23.3,6.5,29.2
Jurong Island,2018,1,25,0.6,0.2,0.2,0.4,27.2,30.2,24.4,6.5,23
Jurong Island,2018,1,26,0.4,0.2,0.4,0.4,27,30.2,25.5,6.5,25.6
Jurong Island,2018,1,27,0.0,0.0,0.0,0.0,28.2,32.8,25.5,7.2,23.4
Jurong Island,2018,1,28,0.4,0.4,0.4,0.4,27.8,31.8,26,6.8,25.6
Jurong Island,2018,1,29,1.2,1.2,1.2,1.2,28.1,32,24.3,7.9,32.4
Jurong Island,2018,1,30,0.0,0.0,0.0,0.0,â€”,â€”,â€”,6.1,20.5
Jurong Island,2018,1,31,0.0,0.0,0.0,0.0,â€”,â€”,â€”,â€”,â€”
Jurong Island,2018,2,1,3.0,3.0,3.0,3.0,29.3,32.9,26.8,7.6,35.3
Jurong Island,2018,2,2,8.8,8.4,8.6,8.8,26.7,29.4,24.6,6.1,34.2
Jurong Island,2018,2,3,0.0,0.0,0.0,0.0,28.0,32.1,25.4,7.2,41.0
Jurong Island,2018,2,4,1.4,1.0,1.0,1.0,27.4,31.0,26.0,7.2,41.4
Jurong Island,2018,2,5,0.0,0.0,0.0,0.0,27.7,31.4,25.6,7.6,38.5
Jurong Island,2018,2,6,0.0,0.0,0.0,0.0,27.4,31.8,25.3,7.2,36.0
Jurong Island,2018,2,7,0.0,0.0,0.0,0.0,26.7,29.1,25.0,6.5,37.1
Jurong Island,2018,2,8,0.0,0.0,0.0,0.0,27.3,32.0,24.6,7.9,33.5
Jurong Island,2018,2,9,0.0,0.0,0.0,0.0,27.7,32.7,24.5,9.0,42.8
Jurong Island,2018,2,10,0.0,0.0,0.0,0.0,27.7,32.6,24.5,7.2,35.6
Jurong Island,2018,2,11,0.0,0.0,0.0,0.0,28.1,32.4,25.0,7.6,34.9
Jurong Island,2018,2,12,0.0,0.0,0.0,0.0,28.2,33.1,25.2,7.9,37.8
Jurong Island,2018,2,13,0.0,0.0,0.0,0.0,27.9,32.8,25.4,7.2,32.0
Jurong Island,2018,2,14,16.6,14.2,16.2,16.6,27.3,32.1,25.0,6.5,33.5
Jurong Island,2018,2,15,0.0,0.0,0.0,0.0,27.9,32.1,25.2,7.6,27.0
Jurong Island,2018,2,16,0.0,0.0,0.0,0.0,28.0,31.6,25.6,7.6,27.0
Jurong Island,2018,2,17,0.0,0.0,0.0,0.0,27.9,32.2,25.6,8.6,32.8
Jurong Island,2018,2,18,0.0,0.0,0.0,0.0,28.3,32.7,26.1,8.3,33.8
Jurong Island,2018,2,19,0.0,0.0,0.0,0.0,28.0,32.5,25.5,9.7,41.4
Jurong Island,2018,2,20,0.0,0.0,0.0,0.0,28.0,31.8,25.6,10.4,44.3
Jurong Island,2018,2,21,10.0,9.6,9.8,10.0,28.1,31.7,25.9,7.9,35.3
Jurong Island,2018,2,22,0.0,0.0,0.0,0.0,28.3,31.2,25.8,7.9,36.7
Jurong Island,2018,2,23,48.2,21.4,28.2,35.2,26.7,32.1,24.1,5.8,32.8
Jurong Island,2018,2,24,0.0,0.0,0.0,0.0,26.6,29.8,25.2,5.8,31.0
Jurong Island,2018,2,25,0.0,0.0,0.0,0.0,27.9,31.1,25.9,6.1,32.4
Jurong Island,2018,2,26,0.0,0.0,0.0,0.0,28.2,32.3,26.1,6.5,32.8
Jurong Island,2018,2,27,40.2,23.2,30.0,40.0,27.4,31.9,25.1,6.8,33.8
Jurong Island,2018,2,28,0.4,0.4,0.4,0.4,28.0,32.1,25.9,7.2,29.9
Jurong Island,2018,3,1,2.0,1.8,2.0,2.0,28.2,32.6,26.0,5.8,29.9
Jurong Island,2018,3,2,0.0,0.0,0.0,0.0,28.2,31.6,26.4,6.5,24.8
Jurong Island,2018,3,3,23.4,20.0,20.2,23.4,27.7,33.3,23.4,6.5,32.4
Jurong Island,2018,3,4,0.8,0.6,0.8,0.8,27.9,31.5,25.2,6.1,25.9
Jurong Island,2018,3,5,0.0,0.0,0.0,0.0,28.9,33.9,26.6,6.8,29.2
Jurong Island,2018,3,6,0.6,0.6,0.6,0.6,28.4,31.5,25.7,6.8,26.6
Jurong Island,2018,3,7,42.4,21.2,32.8,41.6,26.7,28.0,24.1,6.8,42.1
Jurong Island,2018,3,8,0.0,0.0,0.0,0.0,27.8,31.2,25.8,5.8,40.7
Jurong Island,2018,3,9,0.0,0.0,0.0,0.0,29.2,33.6,26.3,7.2,37.4
Jurong Island,2018,3,10,11.0,6.8,7.8,7.8,27.5,29.6,25.0,7.6,42.5
Jurong Island,2018,3,11,0.0,0.0,0.0,0.0,28.3,32.5,25.5,6.8,41.4
Jurong Island,2018,3,12,13.2,8.6,11.8,12.8,27.6,31.0,24.7,5.4,25.2
Jurong Island,2018,3,13,0.4,0.4,0.4,0.4,28.7,33.5,26.2,5.4,36.0
Jurong Island,2018,3,14,0.0,0.0,0.0,0.0,28.5,32.9,26.4,6.8,31.3
Jurong Island,2018,3,15,0.0,0.0,0.0,0.0,28.8,32.2,26.4,7.6,26.3
Jurong Island,2018,3,16,0.0,0.0,0.0,0.0,28.6,31.9,24.0,9.0,31.0
Jurong Island,2018,3,17,0.0,0.0,0.0,0.0,28.8,33.0,27.0,8.3,38.2
Jurong Island,2018,3,18,1.0,1.0,1.0,1.0,28.3,32.8,26.2,7.6,39.6
Jurong Island,2018,3,19,1.6,1.6,1.6,1.6,28.8,32.6,26.6,8.6,32.4
Jurong Island,2018,3,20,0.0,0.0,0.0,0.0,28.7,31.6,26.9,8.3,32.8
Jurong Island,2018,3,21,0.0,0.0,0.0,0.0,28.8,32.1,26.6,6.1,25.9
Jurong Island,2018,3,22,0.0,0.0,0.0,0.0,29.7,34.4,27.2,7.9,37.4
Jurong Island,2018,3,23,0.0,0.0,0.0,0.0,29.1,34.0,26.8,9.7,39.6
Jurong Island,2018,3,24,0.2,0.2,0.2,0.2,28.4,31.7,25.8,6.1,41.0
Jurong Island,2018,3,25,6.6,3.4,3.6,4.6,27.2,29.4,24.9,4.7,22.3
Jurong Island,2018,3,26,39.8,10.2,17.0,27.2,27.1,32.0,24.0,5.4,34.6
Jurong Island,2018,3,27,7.8,3.0,4.0,5.2,25.6,27.8,23.5,7.9,40.3
Jurong Island,2018,3,28,0.0,0.0,0.0,0.0,27.8,31.5,25.4,5.4,28.1
Jurong Island,2018,3,29,0.0,0.0,0.0,0.0,27.9,30.6,26.4,6.8,29.9
Jurong Island,2018,3,30,16.0,14.2,15.4,15.8,27.7,31.2,23.8,5.8,30.6
Jurong Island,2018,3,31,0.0,0.0,0.0,0.0,29.1,32.5,26.3,6.5,32.4
Jurong Island,2018,4,1,3.4,1.8,3.2,3.4,28.5,32.6,26.7,6.5,27.7
Jurong Island,2018,4,2,2.8,2.4,2.8,2.8,28.6,33.5,26.6,6.1,30.6
Jurong Island,2018,4,3,0.0,0.0,0.0,0.0,28.9,33.2,26.9,7.6,29.9
Jurong Island,2018,4,4,0.0,0.0,0.0,0.0,28.6,30.8,26.8,13.0,38.5
Jurong Island,2018,4,5,0.0,0.0,0.0,0.0,29.0,32.6,26.7,9.4,34.6
Jurong Island,2018,4,6,0.0,0.0,0.0,0.0,29.0,32.0,26.3,8.6,35.3
Jurong Island,2018,4,7,0.6,0.2,0.2,0.4,28.1,32.2,26.5,6.8,38.9
Jurong Island,2018,4,8,3.4,2.4,3.4,3.4,28.6,33.2,25.9,5.8,36.7
Jurong Island,2018,4,9,0.0,0.0,0.0,0.0,29.3,33.5,27.2,7.6,39.2
Jurong Island,2018,4,10,0.0,0.0,0.0,0.0,28.8,31.5,26.8,11.9,44.3
Jurong Island,2018,4,11,0.0,0.0,0.0,0.0,29.3,32.4,27.4,11.9,40.7
Jurong Island,2018,4,12,2.0,1.4,1.6,2.0,29.1,31.7,27.3,7.2,45.4
Jurong Island,2018,4,13,12.2,3.6,4.8,7.2,29.1,33.0,26.7,8.3,50.4
Jurong Island,2018,4,14,15.4,15.0,15.4,15.4,28.3,31.8,25.0,4.7,33.5
Jurong Island,2018,4,15,3.2,1.6,2.2,2.6,27.7,30.9,25.9,5.0,25.2
Jurong Island,2018,4,16,0.8,0.4,0.6,0.8,26.9,29.2,25.2,6.1,44.3
Jurong Island,2018,4,17,1.0,0.8,0.8,1.0,27.8,32.9,25.9,5.0,26.6
Jurong Island,2018,4,18,5.8,4.4,4.6,5.8,28.3,32.6,25.9,5.0,34.2
Jurong Island,2018,4,19,8.8,7.2,8.2,8.2,27.7,29.3,24.5,5.0,39.2
Jurong Island,2018,4,20,48.0,32.0,46.4,47.8,27.3,32.1,23.6,5.0,29.9
Jurong Island,2018,4,21,17.6,13.4,14.0,15.2,26.9,29.5,25.2,4.3,23.0
Jurong Island,2018,4,22,0.2,0.2,0.2,0.2,28.2,31.3,26.2,4.3,27.4
Jurong Island,2018,4,23,0.0,0.0,0.0,0.0,28.1,31.2,26.4,4.7,28.1
Jurong Island,2018,4,24,0.0,0.0,0.0,0.0,28.8,31.9,26.1,6.8,24.8
Jurong Island,2018,4,25,0.0,0.0,0.0,0.0,30.4,33.8,27.8,5.0,27.0
Jurong Island,2018,4,26,3.4,3.4,3.4,3.4,29.7,33.2,26.7,6.5,27.7
Jurong Island,2018,4,27,13.8,10.6,11.0,12.0,27.4,29.6,23.8,5.8,31.0
Jurong Island,2018,4,28,0.0,0.0,0.0,0.0,28.5,31.3,25.5,8.6,28.8
Jurong Island,2018,4,29,0.0,0.0,0.0,0.0,29.8,32.7,27.9,13.0,30.6
Jurong Island,2018,4,30,0.0,0.0,0.0,0.0,29.5,32.3,28.4,13.3,38.5
Jurong Island,2018,5,1,5.8,3.8,4.2,4.6,27.6,29.3,25.1,5.8,35.6
Jurong Island,2018,5,2,6.4,6.0,6.4,6.4,28.4,32.0,25.8,5.4,33.5
Jurong Island,2018,5,3,0.0,0.0,0.0,0.0,28.8,31.7,26.5,6.1,37.8
Jurong Island,2018,5,4,0.4,0.4,0.4,0.4,29.2,32.5,26.8,6.1,23.4
Jurong Island,2018,5,5,0.0,0.0,0.0,0.0,28.9,31.8,26.9,10.1,36.4
Jurong Island,2018,5,6,9.0,7.0,7.2,9.0,29.2,32.2,25.1,10.8,55.4
Jurong Island,2018,5,7,0.0,0.0,0.0,0.0,29.6,32.5,27.0,8.3,26.3
Jurong Island,2018,5,8,0.0,0.0,0.0,0.0,30.1,33.3,28.0,14.0,34.2
Jurong Island,2018,5,9,0.0,0.0,0.0,0.0,30.1,33.6,28.5,15.8,34.2
Jurong Island,2018,5,10,0.0,0.0,0.0,0.0,29.3,32.2,27.6,13.3,46.1
Jurong Island,2018,5,11,0.0,0.0,0.0,0.0,29.8,32.6,28.7,11.5,26.3
Jurong Island,2018,5,12,0.6,0.4,0.4,0.6,29.6,32.7,27.4,11.5,34.2
Jurong Island,2018,5,13,2.8,0.8,1.4,1.4,28.6,30.6,26.5,8.6,25.9
Jurong Island,2018,5,14,0.4,0.2,0.4,0.4,28.8,31.4,26.4,10.1,31.7
Jurong Island,2018,5,15,22.8,11.8,12.4,12.4,28.5,32.1,24.4,7.6,29.5
Jurong Island,2018,5,16,5.2,2.0,3.4,4.2,27.5,30.5,25.7,6.8,41.8
Jurong Island,2018,5,17,0.0,0.0,0.0,0.0,29.1,32.4,26.6,7.2,26.3
Jurong Island,2018,5,18,0.2,0.2,0.2,0.2,28.4,31.2,25.8,5.4,26.3
Jurong Island,2018,5,19,11.0,7.2,9.4,10.8,27.7,30.4,26.5,3.6,27.0
Jurong Island,2018,5,20,43.4,28.8,33.2,35.4,27.1,29.1,24.7,4.7,26.3
Jurong Island,2018,5,21,4.4,4.2,4.2,4.2,28.3,30.3,25.5,6.8,21.2
Jurong Island,2018,5,22,0.0,0.0,0.0,0.0,29.3,32.0,27.8,7.9,26.6
Jurong Island,2018,5,23,8.4,4.0,5.6,5.8,27.9,30.5,24.9,5.8,42.8
Jurong Island,2018,5,24,0.2,0.2,0.2,0.2,28.9,31.8,25.2,11.2,40.7
Jurong Island,2018,5,25,10.2,6.8,8.2,10.2,28.5,31.0,26.4,5.8,31.3
Jurong Island,2018,5,26,37.4,15.8,15.8,17.0,27.0,29.0,24.6,5.8,28.1
Jurong Island,2018,5,27,43.2,18.0,33.6,43.0,27.5,30.0,23.8,6.5,35.3
Jurong Island,2018,5,28,40.0,28.2,36.4,39.2,27.8,29.5,24.9,8.6,32.8
Jurong Island,2018,5,29,2.0,1.2,1.4,1.8,28.3,31.8,26.2,5.4,27.4
Jurong Island,2018,5,30,2.4,0.8,1.0,1.0,28.0,30.9,25.8,5.8,24.8
Jurong Island,2018,5,31,0.4,0.4,0.4,0.4,28.0,29.7,26.5,5.8,26.3
Jurong Island,2018,6,1,8.8,2.4,3.4,5.6,28.4,31.1,24.9,5.0,46.4
Jurong Island,2018,6,2,33.4,22.0,27.4,29.0,27.4,30.3,22.8,5.4,60.5
Jurong Island,2018,6,3,0.0,0.0,0.0,0.0,29.4,32.9,26.7,6.5,23.8
Jurong Island,2018,6,4,10.6,8.2,10.2,10.6,29.2,32.2,23.0,9.0,62.3
Jurong Island,2018,6,5,0.0,0.0,0.0,0.0,29.8,32.7,28.3,11.2,30.6
Jurong Island,2018,6,6,0.0,0.0,0.0,0.0,30.1,32.7,28.5,12.6,27.0
Jurong Island,2018,6,7,0.0,0.0,0.0,0.0,30.2,33.0,28.7,11.2,28.4
Jurong Island,2018,6,8,0.2,0.2,0.2,0.2,29.2,32.5,24.8,7.9,36.0
Jurong Island,2018,6,9,0.0,0.0,0.0,0.0,29.5,31.9,28.2,7.6,22.7
Jurong Island,2018,6,10,0.0,0.0,0.0,0.0,29.7,31.7,28.8,10.8,32.4
Jurong Island,2018,6,11,0.0,0.0,0.0,0.0,30.1,32.4,28.6,11.5,35.3
Jurong Island,2018,6,12,0.0,0.0,0.0,0.0,29.6,31.3,28.6,10.8,35.6
Jurong Island,2018,6,13,0.0,0.0,0.0,0.0,29.1,32.1,27.5,10.1,34.9
Jurong Island,2018,6,14,0.0,0.0,0.0,0.0,29.1,31.3,27.6,8.3,31.3
Jurong Island,2018,6,15,20.8,12.0,14.8,15.8,27.0,29.0,22.8,7.9,52.2
Jurong Island,2018,6,16,0.0,0.0,0.0,0.0,29.4,31.9,27.7,10.1,34.9
Jurong Island,2018,6,17,0.0,0.0,0.0,0.0,29.8,32.3,28.4,10.1,34.2
Jurong Island,2018,6,18,9.4,7.4,7.4,8.6,28.6,31.0,26.1,7.9,32.4
Jurong Island,2018,6,19,3.2,2.2,2.6,3.2,28.1,30.5,24.9,10.8,35.6
Jurong Island,2018,6,20,77.6,27.8,37.0,50.8,26.8,29.5,22.2,7.6,35.6
Jurong Island,2018,6,21,0.0,0.0,0.0,0.0,28.8,31.1,26.8,7.6,33.8
Jurong Island,2018,6,22,0.0,0.0,0.0,0.0,28.7,30.8,26.7,8.6,33.8
Jurong Island,2018,6,23,0.0,0.0,0.0,0.0,27.9,30.1,26.1,7.9,32.4
Jurong Island,2018,6,24,26.4,18.8,24.6,25.8,26.8,28.5,23.4,7.6,29.2
Jurong Island,2018,6,25,21.0,14.4,18.8,20.6,26.3,27.9,22.9,8.3,43.6
Jurong Island,2018,6,26,1.4,0.8,1.2,1.4,27.3,28.3,25.3,7.2,23.8
Jurong Island,2018,6,27,16.8,8.8,12.6,13.0,26.2,27.7,23.1,7.9,38.9
Jurong Island,2018,6,28,8.8,7.8,8.8,8.8,27.8,30.3,24.7,9.0,30.2
Jurong Island,2018,6,29,16.8,7.6,10.8,14.6,26.3,27.6,23.7,8.3,34.6
Jurong Island,2018,6,30,0.0,0.0,0.0,0.0,28.0,30.0,26.7,10.8,29.9
Jurong Island,2018,7,1,4.2,2.4,4.0,4.0,27.0,29.0,25.5,9.4,36.7
Jurong Island,2018,7,2,0.2,0.2,0.2,0.2,27.5,30.1,26.2,7.9,24.5
Jurong Island,2018,7,3,16.8,14.8,15.4,16.8,27.8,29.7,23.1,7.2,37.8
Jurong Island,2018,7,4,0.0,0.0,0.0,0.0,28.7,31.3,27.2,9.0,25.9
Jurong Island,2018,7,5,0.0,0.0,0.0,0.0,28.8,31.3,27.1,10.8,32.0
Jurong Island,2018,7,6,0.0,0.0,0.0,0.0,28.8,31.2,27.3,11.2,37.1
Jurong Island,2018,7,7,0.0,0.0,0.0,0.0,28.7,30.4,27.6,13.0,30.2
Jurong Island,2018,7,8,0.0,0.0,0.0,0.0,28.5,30.3,27.4,11.2,34.2
Jurong Island,2018,7,9,21.0,19.6,20.6,21.0,28.4,30.7,24.2,11.5,41.0
Jurong Island,2018,7,10,7.2,3.4,5.2,6.0,26.6,28.4,23.2,10.8,41.8
Jurong Island,2018,7,11,0.2,0.2,0.2,0.2,28.1,30.8,26.5,9.0,25.6
Jurong Island,2018,7,12,0.0,0.0,0.0,0.0,28.9,32.5,27.5,10.4,28.4
Jurong Island,2018,7,13,0.0,0.0,0.0,0.0,28.9,31.1,27.4,12.6,33.5
Jurong Island,2018,7,14,0.0,0.0,0.0,0.0,28.9,31.0,26.8,11.5,34.9
Jurong Island,2018,7,15,0.2,0.2,0.2,0.2,27.7,30.0,23.3,10.1,32.4
Jurong Island,2018,7,16,0.0,0.0,0.0,0.0,28.9,31.1,27.4,12.6,36.4
Jurong Island,2018,7,17,0.0,0.0,0.0,0.0,29.1,31.1,27.5,12.6,33.1
Jurong Island,2018,7,18,0.0,0.0,0.0,0.0,29.2,31.3,28.0,12.2,36.4
Jurong Island,2018,7,19,4.6,3.8,4.4,4.6,28.4,30.9,24.6,10.4,48.6
Jurong Island,2018,7,20,2.8,2.6,2.8,2.8,28.9,31.3,26.2,9.7,32.0
Jurong Island,2018,7,21,0.2,0.2,0.2,0.2,28.5,30.1,26.5,7.9,32.4
Jurong Island,2018,7,22,0.0,0.0,0.0,0.0,28.9,31.2,27.8,9.7,28.1
Jurong Island,2018,7,23,0.0,0.0,0.0,0.0,29.4,31.8,27.8,12.2,31.7
Jurong Island,2018,7,24,0.0,0.0,0.0,0.0,29.6,33.0,27.8,14.0,30.2
Jurong Island,2018,7,25,5.4,4.4,4.6,4.8,27.2,29.0,24.7,8.3,28.8
Jurong Island,2018,7,26,0.0,0.0,0.0,0.0,28.6,31.9,26.0,10.8,30.6
Jurong Island,2018,7,27,0.0,0.0,0.0,0.0,29.2,31.9,27.4,14.0,33.8
Jurong Island,2018,7,28,0.0,0.0,0.0,0.0,29.5,32.4,27.7,14.0,29.5
Jurong Island,2018,7,29,1.2,1.0,1.2,1.2,28.8,32.0,26.7,11.2,42.5
Jurong Island,2018,7,30,13.4,9.8,13.2,13.4,27.1,28.3,23.9,9.0,36.7
Jurong Island,2018,7,31,0.0,0.0,0.0,0.0,27.7,30.9,26.5,6.5,35.6
Jurong Island,2018,8,1,0.2,0.2,0.2,0.2,26.6,27.6,25.8,8.6,29.2
Jurong Island,2018,8,2,0.0,0.0,0.0,0.0,27.7,30.4,26.0,11.9,37.4
Jurong Island,2018,8,3,0.0,0.0,0.0,0.0,28.8,31.3,27.1,11.2,31.3
Jurong Island,2018,8,4,0.0,0.0,0.0,0.0,28.5,30.5,27.5,14.8,43.2
Jurong Island,2018,8,5,0.8,0.8,0.8,0.8,28.4,30.3,27.2,11.9,39.2
Jurong Island,2018,8,6,0.0,0.0,0.0,0.0,28.4,30.2,26.8,12.6,43.6
Jurong Island,2018,8,7,0.2,0.2,0.2,0.2,28.3,30.6,26.2,11.5,34.6
Jurong Island,2018,8,8,0.8,0.4,0.6,0.6,27.5,29.7,23.5,9.4,43.9
Jurong Island,2018,8,9,0.0,0.0,0.0,0.0,28.6,31.0,27.1,10.8,32.4
Jurong Island,2018,8,10,0.0,0.0,0.0,0.0,29.3,31.9,27.5,10.8,33.5
Jurong Island,2018,8,11,0.0,0.0,0.0,0.0,29.1,32.8,27.4,11.9,36.7
Jurong Island,2018,8,12,0.0,0.0,0.0,0.0,29.3,32.2,27.4,11.2,31.0
Jurong Island,2018,8,13,0.0,0.0,0.0,0.0,29.5,32.9,27.7,14.0,31.7
Jurong Island,2018,8,14,0.0,0.0,0.0,0.0,29.5,32.7,28.0,14.4,35.3
Jurong Island,2018,8,15,0.0,0.0,0.0,0.0,29.5,32.5,28.0,14.8,33.1
Jurong Island,2018,8,16,0.0,0.0,0.0,0.0,29.4,32.4,27.7,13.7,34.9
Jurong Island,2018,8,17,12.6,11.8,12.4,12.6,28.3,30.5,22.7,13.0,36.4
Jurong Island,2018,8,18,0.0,0.0,0.0,0.0,29.1,31.9,26.8,14.8,38.9
Jurong Island,2018,8,19,0.0,0.0,0.0,0.0,29.4,32.1,27.9,17.6,43.6
Jurong Island,2018,8,20,0.0,0.0,0.0,0.0,29.5,32.8,27.7,14.8,34.2
Jurong Island,2018,8,21,0.0,0.0,0.0,0.0,29.4,32.5,27.6,13.7,37.1
Jurong Island,2018,8,22,13.2,8.4,8.4,8.4,27.9,29.6,24.5,8.6,43.6
Jurong Island,2018,8,23,0.0,0.0,0.0,0.0,29.2,32.2,27.3,8.6,26.3
Jurong Island,2018,8,24,6.2,6.0,6.2,6.2,27.7,30.1,23.9,8.6,55.4
Jurong Island,2018,8,25,0.0,0.0,0.0,0.0,27.7,30.6,25.4,9.0,47.9
Jurong Island,2018,8,26,0.0,0.0,0.0,0.0,29.2,32.4,27.1,10.4,33.5
Jurong Island,2018,8,27,0.0,0.0,0.0,0.0,29.4,32.5,27.7,14.8,35.6
Jurong Island,2018,8,28,0.0,0.0,0.0,0.0,28.7,31.3,27.5,9.7,37.8
Jurong Island,2018,8,29,0.0,0.0,0.0,0.0,28.1,30.2,27.0,9.4,37.4
Jurong Island,2018,8,30,0.0,0.0,0.0,0.0,28.6,31.3,26.7,11.2,36.7
Jurong Island,2018,8,31,6.8,3.4,4.4,6.0,27.4,29.9,25.4,11.5,32.0
Jurong Island,2018,9,1,0.0,0.0,0.0,0.0,28.2,31.3,25.6,7.6,25.9
Jurong Island,2018,9,2,3.2,2.2,3.2,3.2,27.3,29.4,23.8,5.4,32.0
Jurong Island,2018,9,3,0.4,0.4,0.4,0.4,27.9,29.7,25.2,11.2,49.7
Jurong Island,2018,9,4,26.0,15.8,19.6,25.0,26.3,27.9,22.1,6.8,67.0
Jurong Island,2018,9,5,0.0,0.0,0.0,0.0,27.6,30.0,25.5,7.6,29.2
Jurong Island,2018,9,6,0.0,0.0,0.0,0.0,28.6,31.2,27.1,9.4,24.5
Jurong Island,2018,9,7,1.0,0.8,0.8,0.8,27.7,29.0,26.3,6.8,30.6
Jurong Island,2018,9,8,36.2,22.8,27.6,30.4,26.9,29.0,23.2,8.6,41.0
Jurong Island,2018,9,9,3.4,3.2,3.2,3.2,27.7,29.6,26.3,9.0,39.6
Jurong Island,2018,9,10,11.4,10.6,10.8,10.8,27.6,30.4,23.4,9.4,37.8
Jurong Island,2018,9,11,0.6,0.4,0.6,0.6,26.9,28.6,25.3,7.6,40.7
Jurong Island,2018,9,12,0.0,0.0,0.0,0.0,27.9,30.3,26.2,11.5,36.0
Jurong Island,2018,9,13,0.0,0.0,0.0,0.0,29.1,32.2,27.1,9.7,27.7
Jurong Island,2018,9,14,0.0,0.0,0.0,0.0,29.0,31.8,27.1,11.9,32.4
Jurong Island,2018,9,15,0.0,0.0,0.0,0.0,28.6,30.7,27.6,11.9,28.8
Jurong Island,2018,9,16,0.6,0.6,0.6,0.6,28.6,30.8,26.9,12.6,36.4
Jurong Island,2018,9,17,0.0,0.0,0.0,0.0,28.9,31.3,27.4,13.7,37.4
Jurong Island,2018,9,18,0.0,0.0,0.0,0.0,28.4,31.8,27.3,7.2,34.2
Jurong Island,2018,9,19,40.0,17.0,27.4,39.0,26.9,31.2,22.3,7.9,33.8
Jurong Island,2018,9,20,6.2,5.4,6.0,6.2,26.8,30.2,23.5,6.1,29.5
Jurong Island,2018,9,21,0.4,0.2,0.2,0.2,26.6,29.4,24.3,6.8,28.8
Jurong Island,2018,9,22,0.0,0.0,0.0,0.0,27.8,31.0,25.7,11.5,29.9
Jurong Island,2018,9,23,0.0,0.0,0.0,0.0,28.7,31.7,26.1,9.4,27.4
Jurong Island,2018,9,24,0.0,0.0,0.0,0.0,29.2,32.2,27.2,12.2,33.5
Jurong Island,2018,9,25,0.0,0.0,0.0,0.0,29.3,32.4,27.4,12.6,29.9
Jurong Island,2018,9,26,0.0,0.0,0.0,0.0,28.8,32.4,27.3,12.2,36.7
Jurong Island,2018,9,27,0.0,0.0,0.0,0.0,29.4,32.7,27.3,9.7,32.0
Jurong Island,2018,9,28,0.0,0.0,0.0,0.0,29.5,32.6,27.6,12.2,31.0
Jurong Island,2018,9,29,0.0,0.0,0.0,0.0,29.3,32.4,27.5,15.1,37.8
Jurong Island,2018,9,30,0.0,0.0,0.0,0.0,29.3,32.4,27.6,15.8,42.1
Jurong Island,2018,10,1,0.0,0.0,0.0,0.0,29.5,32.9,27.6,14.4,46.4
Jurong Island,2018,10,2,0.0,0.0,0.0,0.0,29.5,32.8,27.5,10.1,26.3
Jurong Island,2018,10,3,0.0,0.0,0.0,0.0,29.7,32.4,27.4,9.4,28.4
Jurong Island,2018,10,4,0.0,0.0,0.0,0.0,29.7,33.4,28.1,14.4,37.8
